client_id,preferred_location,min_budget_DZD,max_budget_DZD,min_area,max_area,preferred_property_type,marital_status,has_kids,property_id,location,price_DZD,area,property_type,rooms,schools_nearby,hospitals_nearby,parks_nearby,public_transport_score,match
26a33333,Constantine,6848522,10276085,92,149,duplex,single,True,15630,Blida,10381964,115,apartment,6,3,0,2,5,0
7449a8bc,Algiers,5454558,8177226,76,100,villa,single,False,16475,Constantine,4394321,72,apartment,3,2,2,2,3,0
6808ddd3,Constantine,7212986,9727334,72,127,villa,divorced,True,15952,Blida,6121144,142,villa,4,0,1,1,3,0
9f6ae67f,Blida,5017559,8620555,70,105,apartment,divorced,False,18363,Tizi Ouzou,6718860,70,duplex,2,0,2,1,6,0
ef4ebae7,Constantine,6662462,8391739,98,139,apartment,married,False,14006,Tizi Ouzou,10240772,74,duplex,4,2,2,1,6,0
08b00d05,Algiers,5843147,8684848,96,121,apartment,married,False,11703,Bejaia,9221386,129,apartment,2,2,0,1,3,0
11278581,Blida,7987267,10866818,94,114,villa,married,False,15775,Blida,6390482,113,apartment,4,3,1,1,10,0
05a51528,Tizi Ouzou,6047347,8313109,71,91,duplex,divorced,False,13200,Constantine,9014216,141,duplex,4,1,2,1,3,0
d8658547,Blida,5870877,7254067,80,117,duplex,divorced,False,15566,Bejaia,6259677,83,apartment,4,0,0,2,7,0
c763a0c4,Constantine,7749590,9942574,80,110,villa,divorced,False,18029,Algiers,8479085,144,apartment,3,0,2,0,3,0
868a544e,Tizi Ouzou,7123975,10522193,91,151,apartment,married,True,10797,Oran,4457350,114,apartment,3,0,1,2,6,0
94ea30d0,Bejaia,5356593,9066882,73,96,villa,divorced,True,12007,Tizi Ouzou,6049336,128,duplex,2,3,0,2,9,0
23168f93,Tizi Ouzou,7858554,11458413,83,111,villa,divorced,True,15124,Bejaia,9039780,78,duplex,6,0,0,1,6,0
f73a80bf,Blida,7492356,10232584,72,114,villa,married,False,18747,Constantine,10723544,99,duplex,6,0,2,2,10,0
b71feb79,Blida,5718567,6988544,80,130,duplex,divorced,True,10295,Bejaia,6263612,72,villa,3,0,2,0,4,0
63dc0243,Blida,5595639,7928024,76,97,duplex,married,True,16588,Algiers,9036294,120,villa,4,3,2,1,10,0
ea312421,Tizi Ouzou,5335149,7305343,74,116,apartment,single,True,13016,Bejaia,4857005,107,apartment,6,2,0,2,10,0
321fe3d9,Oran,7088059,10794290,78,121,villa,married,True,14450,Oran,10135878,147,apartment,5,3,2,1,6,0
ac9d39f7,Algiers,5658164,8145536,75,112,apartment,single,True,16548,Oran,6105852,80,villa,5,1,1,1,3,0
7c457b44,Constantine,6296529,9737447,76,117,duplex,divorced,True,16929,Constantine,5929374,141,apartment,5,2,0,1,8,0
4c8ecbed,Blida,5547762,7970313,81,124,villa,divorced,True,16482,Oran,4982290,123,apartment,3,0,2,1,7,0
a53db3f5,Algiers,7044079,8057875,80,121,villa,single,False,13079,Tizi Ouzou,6460232,65,duplex,6,2,1,0,3,0
2740602a,Blida,5840585,7568605,77,127,duplex,single,False,16761,Blida,10580463,137,apartment,5,3,2,0,9,0
d8464af7,Bejaia,5931014,8635742,70,115,apartment,single,False,17568,Constantine,9735968,148,apartment,5,1,1,2,10,0
f95c21a7,Bejaia,5440622,6800858,72,123,duplex,divorced,True,19972,Tizi Ouzou,4401248,117,villa,2,2,0,0,4,0
cbe021d7,Oran,5002153,8570089,70,118,villa,divorced,True,17443,Blida,8798723,93,duplex,4,3,2,0,7,0
3a69e9e0,Tizi Ouzou,7105075,10060170,86,140,apartment,single,False,19464,Constantine,4963768,144,duplex,5,0,2,0,7,0
f7659ce3,Algiers,7936695,11261383,78,112,duplex,divorced,False,14896,Constantine,9006815,98,apartment,4,0,2,0,7,0
2af411d8,Tizi Ouzou,5928624,9528163,71,119,villa,married,False,11142,Blida,4385842,150,apartment,5,2,0,1,3,0
73db4e62,Oran,6601036,10145134,85,137,duplex,divorced,False,19433,Constantine,5082537,140,villa,4,3,1,1,9,0
7d5c0ab3,Algiers,5013372,6359502,70,98,villa,married,True,12193,Algiers,10677348,96,villa,6,1,1,1,8,0
6029d72c,Tizi Ouzou,5969822,7833734,87,130,apartment,divorced,False,12854,Blida,9370238,91,duplex,5,3,2,0,5,0
f515bcac,Tizi Ouzou,6287195,8811335,95,150,apartment,divorced,False,10934,Oran,5269552,92,duplex,5,0,1,0,9,0
f54974b1,Tizi Ouzou,5423833,6902616,81,125,villa,single,False,12507,Algiers,9436795,96,villa,4,3,1,1,8,0
e403b68f,Blida,5881365,7304097,70,108,duplex,married,False,16524,Constantine,9838960,97,duplex,6,3,1,2,7,0
cc0cff60,Tizi Ouzou,5573825,8238118,75,108,apartment,single,True,18520,Oran,4591507,136,duplex,2,1,1,1,3,0
319be204,Bejaia,7197998,9795567,78,103,villa,married,False,18427,Bejaia,10092821,103,villa,2,0,0,2,3,0
1d095f28,Blida,5284534,6296763,91,150,duplex,married,True,10879,Constantine,8898240,107,villa,3,0,1,0,7,0
8a7f414b,Tizi Ouzou,6083589,8689615,94,137,duplex,married,True,10588,Oran,4058079,114,villa,5,0,0,1,6,0
5bc088c6,Oran,6618573,10407839,79,107,apartment,divorced,True,16849,Oran,4025432,85,villa,5,3,0,1,8,0
8d1bcb8e,Bejaia,5508661,9023655,78,98,duplex,single,False,11291,Blida,8412783,111,villa,3,2,0,2,3,0
0308ead1,Constantine,7913405,11678174,75,130,villa,married,False,16217,Tizi Ouzou,5116708,82,duplex,3,1,0,2,6,0
5f5af0fb,Blida,6986968,8571741,73,126,apartment,married,False,11091,Algiers,10452498,61,duplex,5,0,0,0,8,0
4ba0a490,Oran,7944045,11406648,78,132,apartment,married,False,19995,Oran,4447264,75,apartment,5,0,0,2,3,0
6b85eb4d,Blida,6704121,9959069,74,114,villa,divorced,True,18191,Oran,7529874,140,villa,6,0,2,2,4,0
09fbf4ad,Constantine,6312602,8887285,88,125,duplex,married,False,10451,Oran,8527328,149,duplex,5,3,0,0,3,0
1492025f,Algiers,6752495,8873865,94,137,villa,married,False,15199,Blida,7495627,127,apartment,4,1,1,0,8,0
70e4d6ea,Blida,5850345,9278300,96,154,apartment,married,False,13450,Tizi Ouzou,4295987,64,duplex,6,1,1,0,10,0
d8a392fb,Algiers,6634547,8057698,84,127,duplex,divorced,False,16472,Blida,6037169,125,villa,4,1,1,2,9,0
98a90be5,Oran,5489878,6951301,94,121,apartment,married,True,18101,Tizi Ouzou,4404640,118,apartment,5,2,0,2,3,0
8c9d2cff,Tizi Ouzou,6384001,7499456,71,91,apartment,married,True,17938,Algiers,4394392,66,apartment,4,0,1,1,4,0
3b1952b6,Constantine,5933312,9552054,98,122,duplex,single,True,12375,Constantine,4443283,113,villa,4,0,2,0,10,0
08f1ffb7,Oran,6533263,7578788,88,129,apartment,divorced,False,14068,Constantine,10983058,60,villa,5,2,2,2,8,0
51ea2da4,Oran,5005117,7183458,71,129,villa,married,False,18490,Blida,8240941,91,duplex,5,1,2,1,10,0
51cc0221,Tizi Ouzou,5078957,7354501,90,136,villa,single,True,16534,Oran,5773787,149,apartment,5,2,1,0,9,0
8f9ffccf,Blida,6879158,10190574,74,134,villa,married,False,18512,Constantine,10113165,141,duplex,3,2,0,0,7,0
8304bd87,Algiers,7785247,10143971,99,142,duplex,married,False,19536,Bejaia,10124691,82,villa,5,1,1,1,9,0
0e1a7019,Oran,5474342,7004260,75,134,apartment,single,True,14015,Tizi Ouzou,5680428,106,villa,3,1,0,2,10,0
d54f8b5b,Algiers,6234423,7834479,74,107,duplex,single,False,13885,Tizi Ouzou,4113155,89,villa,6,1,0,1,9,0
dd265d07,Bejaia,5630359,8919724,72,107,villa,married,True,15709,Bejaia,10621256,133,villa,4,3,1,0,4,0
e93db41b,Bejaia,5318666,6657630,79,130,apartment,single,False,13857,Constantine,8399235,66,villa,6,3,2,2,8,0
6faf8d7f,Algiers,7964030,11631648,80,139,duplex,single,False,10913,Algiers,6497547,61,duplex,4,1,2,1,9,0
fdc9eea1,Bejaia,5223233,7642884,94,147,villa,divorced,False,12188,Algiers,10297948,141,apartment,3,2,2,0,3,0
301f3c7b,Tizi Ouzou,6413762,7934232,77,100,villa,married,False,15207,Oran,4392075,119,duplex,4,0,0,1,8,0
dff82b2f,Blida,5996650,8847991,98,125,duplex,married,False,14451,Blida,6781534,63,duplex,5,2,1,0,5,0
a8c4fd9b,Oran,5962811,9696559,100,145,duplex,single,True,13096,Algiers,10536201,150,villa,5,1,0,0,10,0
ef74dd6b,Blida,5221099,8077052,88,142,villa,single,False,19819,Blida,4497141,67,villa,2,0,2,2,9,0
69b47e9e,Constantine,7982970,9632942,90,116,apartment,divorced,False,15418,Oran,10333289,133,apartment,6,1,2,2,10,0
5a58ec5d,Algiers,6726284,9809187,83,113,apartment,married,False,13027,Constantine,6679195,95,duplex,4,0,0,2,8,0
952f4bb9,Bejaia,7896755,10745489,84,128,duplex,married,False,13905,Oran,10287231,96,apartment,5,3,2,2,6,0
5f330a0b,Blida,5248908,7339041,80,138,apartment,married,True,15074,Oran,9319927,103,villa,3,1,2,2,3,0
04e66676,Tizi Ouzou,6809572,8681193,88,118,villa,single,True,12683,Blida,10095862,134,apartment,3,0,1,1,9,0
2791f010,Oran,7299515,9957834,87,119,villa,divorced,False,17812,Blida,10374761,149,villa,5,3,2,2,9,0
bb99adff,Oran,5380531,6776696,94,131,apartment,married,False,11552,Tizi Ouzou,8725955,100,apartment,4,0,0,0,6,0
539aa5f7,Constantine,6543802,7848765,83,136,villa,married,True,12669,Constantine,4980540,148,villa,3,1,1,0,7,0
68e2059f,Algiers,6726171,9749830,75,96,villa,married,False,18565,Algiers,5098377,83,villa,6,0,0,2,7,0
a0cb4865,Bejaia,7788886,9006226,77,127,apartment,married,False,11993,Blida,7306290,121,apartment,2,0,0,1,10,0
bb3adeff,Algiers,6713230,10632184,95,152,duplex,married,True,15750,Tizi Ouzou,5210567,67,duplex,2,1,0,1,9,0
33aab18b,Bejaia,5521682,7336629,90,121,villa,married,False,15862,Oran,5403556,134,apartment,3,3,0,2,7,0
43cb19f5,Constantine,7728963,10277464,100,153,villa,divorced,True,10865,Oran,5064631,99,apartment,3,1,2,0,7,0
7577baf2,Bejaia,7754785,9787179,79,128,villa,divorced,True,16089,Algiers,9491300,109,villa,4,1,2,0,9,0
f14589e2,Algiers,7688039,9265365,76,124,duplex,married,True,14071,Oran,5463836,131,villa,3,2,1,2,3,0
bad159cb,Blida,6986626,10586440,93,143,apartment,single,False,18987,Algiers,7707567,62,apartment,5,3,2,0,5,0
24f20511,Constantine,7020444,8813258,77,105,villa,divorced,True,14878,Oran,8575895,131,apartment,2,2,0,2,5,0
9981eb54,Oran,5759576,6828497,89,136,duplex,married,True,13016,Blida,5794280,115,villa,2,1,0,2,3,0
1cfe687b,Blida,5220430,7395971,75,95,apartment,married,False,15645,Bejaia,6086397,76,villa,4,1,1,1,7,0
125aafc4,Blida,6212821,7377805,92,148,villa,single,False,14270,Oran,5522687,72,duplex,3,1,2,1,5,0
3cb4a8a1,Algiers,6603615,9634328,96,138,apartment,divorced,False,10295,Blida,9350517,99,apartment,4,2,1,2,6,0
a671fd4a,Oran,5780196,7549552,86,142,apartment,single,False,19489,Constantine,8563343,142,duplex,3,1,0,2,3,0
0f4c9db6,Blida,7240699,11171837,70,98,apartment,single,True,13173,Blida,7855476,60,apartment,3,2,1,0,8,0
fcdfb548,Blida,5683755,8293012,98,121,apartment,divorced,True,18803,Oran,6950122,126,apartment,5,0,1,1,6,0
ac4352c6,Bejaia,5983623,9342712,76,126,duplex,married,False,10906,Constantine,6058668,68,villa,2,0,2,2,9,0
96c5d80f,Constantine,5096673,7134059,93,115,apartment,single,False,14808,Bejaia,5997827,73,villa,5,3,0,2,7,0
0e23cb01,Algiers,7185327,8444531,70,129,villa,single,True,11290,Oran,6012884,110,villa,4,3,0,2,7,0
8674a134,Bejaia,5196317,8456527,86,107,apartment,single,False,11140,Constantine,5761977,132,apartment,2,2,1,1,5,0
ec37b197,Tizi Ouzou,6665274,9916968,76,102,apartment,married,True,14922,Algiers,6754982,138,duplex,3,0,1,2,4,0
963eda16,Bejaia,5914382,8124362,75,122,apartment,single,True,13064,Blida,8009509,143,duplex,2,0,1,0,8,0
e1788be6,Blida,7595115,8829981,70,102,villa,single,False,15601,Tizi Ouzou,6347480,135,apartment,3,2,0,1,6,0
91629fce,Tizi Ouzou,6034419,7324084,71,116,duplex,single,False,14212,Tizi Ouzou,9659946,138,villa,4,2,1,0,8,0
96eb1d2c,Oran,5350507,6601665,94,124,apartment,single,True,14400,Blida,6760841,90,duplex,3,2,0,2,9,0
af5c0f2f,Algiers,7689633,10304788,75,112,villa,married,False,15849,Bejaia,6999141,144,apartment,4,1,0,2,8,0
7592ea7e,Oran,5817177,8427252,83,126,duplex,married,True,14278,Blida,4291617,111,duplex,5,1,2,2,3,0
67ad9a57,Oran,7309060,10487188,84,137,apartment,single,False,11949,Bejaia,10645060,75,duplex,5,3,1,2,9,0
1c455e9f,Algiers,7002980,9718044,79,107,duplex,divorced,True,12100,Blida,4516277,84,apartment,2,2,2,1,9,0
d5628c18,Algiers,5287311,8792430,75,98,apartment,divorced,False,12999,Tizi Ouzou,6148362,133,duplex,2,1,1,2,9,0
9e87a9a8,Algiers,6667414,10174965,78,121,apartment,divorced,True,15947,Bejaia,9148124,129,villa,5,3,2,1,4,0
ed05560f,Tizi Ouzou,6108634,9674385,95,149,duplex,married,False,14967,Blida,5062186,136,apartment,6,3,2,2,10,0
c2904e25,Constantine,6540172,8226566,96,127,duplex,married,False,15182,Algiers,6474854,89,apartment,6,3,2,0,5,0
0a1dadb1,Constantine,5452141,8649782,91,145,duplex,divorced,False,13192,Constantine,7857220,145,duplex,3,0,2,2,8,0
b00632f9,Bejaia,5165808,8927008,87,117,villa,single,True,17565,Bejaia,5508773,95,villa,3,3,1,1,10,0
60bdf940,Algiers,6839916,9551051,98,150,villa,divorced,False,12315,Algiers,9293169,88,apartment,3,2,2,2,9,0
e31c318d,Oran,7578665,9280340,73,122,villa,single,True,17811,Constantine,7606030,124,apartment,3,1,1,2,9,0
7bb1756d,Bejaia,7674403,9804715,83,131,villa,married,False,13561,Constantine,8709038,121,duplex,5,1,2,0,7,0
40e86805,Tizi Ouzou,6280011,10059761,81,130,villa,married,False,12852,Bejaia,9931540,65,apartment,5,1,2,2,4,0
9226f35b,Tizi Ouzou,7999209,10222028,79,121,apartment,single,False,12458,Constantine,4658739,87,villa,6,3,1,2,6,0
6d7ece48,Bejaia,7824457,10115531,96,125,duplex,single,False,19549,Algiers,8233011,142,apartment,5,0,1,2,10,0
460e90fb,Algiers,5755562,7530605,100,121,duplex,divorced,True,18797,Oran,9280970,150,duplex,2,0,0,1,5,0
4f5e10e2,Bejaia,7309858,8371625,97,127,duplex,single,True,15630,Tizi Ouzou,10472370,137,duplex,6,2,1,2,6,0
49266eb0,Constantine,5081699,8224280,75,112,villa,single,False,17032,Tizi Ouzou,8702085,148,villa,2,3,0,1,6,0
2d46b170,Algiers,6332324,9322440,98,155,villa,divorced,True,17084,Blida,9107041,147,duplex,4,0,0,1,5,0
8b8a145a,Algiers,7220681,10664227,71,105,villa,divorced,False,17634,Bejaia,4720953,131,apartment,4,0,1,2,4,0
b473d3b7,Algiers,7093749,8456602,78,102,villa,married,True,11760,Tizi Ouzou,5721386,67,apartment,5,0,2,0,9,0
15a87d09,Oran,7940170,11598175,94,128,villa,single,True,15921,Oran,9687596,138,apartment,4,2,0,0,3,0
2bc05152,Constantine,5486829,8333089,77,120,apartment,single,False,11555,Constantine,10627483,108,apartment,2,1,2,1,4,0
422fa34c,Oran,6597284,10391362,91,144,apartment,married,False,12541,Blida,6380890,84,duplex,4,1,0,0,5,0
3f699068,Oran,6455110,10151647,71,120,duplex,divorced,False,18736,Bejaia,10144058,81,villa,5,2,2,1,10,0
e7207a24,Constantine,5141465,8445727,100,142,apartment,divorced,True,12352,Tizi Ouzou,6052090,96,apartment,6,3,2,2,8,0
90accca5,Blida,7882919,9011784,73,103,villa,single,True,18068,Oran,10405791,103,apartment,2,3,1,1,5,0
b63f1017,Algiers,7083096,10073057,97,140,villa,married,True,10004,Algiers,7300379,98,villa,2,1,2,2,6,0
3a33bbf6,Bejaia,6150044,7933494,99,152,duplex,divorced,True,19839,Algiers,7066675,121,duplex,2,1,2,1,3,0
76d7e7e1,Oran,7433779,9963998,84,122,apartment,single,True,14688,Algiers,6563880,112,villa,3,0,1,1,4,0
2090153b,Blida,6060204,9796245,86,143,villa,divorced,True,18396,Constantine,10541318,133,villa,3,0,0,0,7,0
ba8d4abd,Oran,6471219,8842258,87,120,villa,married,False,18368,Tizi Ouzou,5754073,66,apartment,2,1,0,2,3,0
0ac44a6b,Oran,6735688,8301417,77,99,apartment,divorced,True,17918,Algiers,6949933,108,duplex,4,0,0,2,3,0
6be0dd02,Bejaia,7074675,9491376,86,112,duplex,divorced,True,15623,Algiers,5731195,114,villa,2,1,0,0,5,0
b5d6be6b,Tizi Ouzou,6402894,9762386,93,150,apartment,single,True,15543,Tizi Ouzou,8964389,75,apartment,5,0,0,0,7,0
cb4cd1d6,Oran,6239472,8139676,70,95,villa,single,False,17997,Algiers,8197654,109,apartment,3,3,0,0,3,0
0453dae6,Algiers,5494717,8197843,85,111,duplex,married,False,12885,Blida,4290870,70,apartment,3,0,1,0,5,0
ae5577be,Algiers,5334752,6561959,94,139,apartment,married,False,18109,Algiers,8086427,73,villa,5,3,1,1,10,0
32ef23d7,Bejaia,6198833,7238801,97,129,villa,married,False,18529,Constantine,4948388,89,duplex,2,2,1,1,10,0
b4b60da3,Constantine,5138353,7798348,96,134,villa,single,True,11955,Algiers,10066661,150,duplex,2,3,0,2,7,0
051f9a78,Algiers,6601170,10488330,96,124,duplex,single,True,17670,Oran,4028247,76,apartment,5,2,1,0,5,0
6aeb8d91,Bejaia,7147692,8621371,100,142,villa,single,True,19433,Tizi Ouzou,7650679,130,apartment,2,1,0,0,5,0
e9319e7a,Algiers,7929961,11319410,99,143,apartment,divorced,True,10723,Tizi Ouzou,8946300,92,villa,5,2,2,1,6,0
49880830,Tizi Ouzou,7451052,9888360,97,119,villa,divorced,True,16503,Blida,6133600,97,villa,5,2,0,1,7,0
b7904a41,Tizi Ouzou,7026567,9043561,95,136,duplex,married,True,16711,Oran,8035104,115,villa,4,2,1,0,6,0
aba4856f,Blida,7169034,8999494,80,100,duplex,divorced,False,13265,Blida,10655186,95,apartment,6,2,2,2,10,0
250ff7f4,Bejaia,7667821,10821005,100,139,villa,divorced,False,18217,Algiers,5203101,143,apartment,2,2,2,0,5,0
2ba7f190,Algiers,7135379,10582759,74,116,villa,married,False,10976,Algiers,7405741,115,villa,3,2,1,2,4,0
393090b8,Constantine,5743129,8602748,84,126,duplex,married,False,16690,Oran,9458669,107,apartment,6,2,0,1,6,0
a472780e,Tizi Ouzou,6146344,7192617,83,142,villa,married,False,10496,Blida,5579389,126,duplex,6,1,0,0,10,0
4ec9cf25,Blida,6565022,9822585,79,132,apartment,single,False,18895,Algiers,10198957,128,duplex,4,2,2,0,9,0
1d633a28,Blida,6534781,7656587,79,117,villa,single,True,13099,Oran,5081655,75,duplex,3,2,1,1,4,0
6a7c7ae4,Blida,7818156,10878037,85,119,apartment,married,True,18734,Bejaia,5754290,78,duplex,4,2,2,1,7,0
47392813,Constantine,6265160,8816251,76,99,apartment,married,False,16050,Oran,7055325,139,villa,4,3,1,0,10,0
e738338a,Tizi Ouzou,7260401,11199329,94,152,duplex,single,False,19740,Blida,5646918,115,apartment,5,2,1,0,6,0
b4f62286,Algiers,7691758,10616582,96,120,duplex,single,False,14942,Blida,6410169,72,apartment,6,1,1,2,3,0
fce5b06b,Tizi Ouzou,5455883,8411471,75,116,duplex,married,True,15586,Blida,4706827,60,apartment,6,1,1,0,10,0
f12268db,Tizi Ouzou,7114313,10198366,85,125,apartment,single,True,11910,Algiers,7284460,126,duplex,4,3,2,1,8,0
df01427c,Constantine,7268501,8966733,98,127,villa,single,True,13322,Constantine,7179081,113,apartment,3,3,0,2,10,0
9a6150e4,Oran,7650706,10102551,79,101,apartment,single,True,10491,Bejaia,8838090,99,villa,6,2,2,0,6,0
42c3e5b0,Bejaia,6443936,9872428,82,137,apartment,married,True,12432,Blida,7946778,116,duplex,4,2,2,0,5,0
26cfc7af,Tizi Ouzou,6210351,9840675,95,127,duplex,divorced,True,10012,Oran,8290671,98,duplex,6,2,2,2,5,0
b1e4a843,Bejaia,6406375,10291903,79,112,duplex,single,False,12094,Oran,6559489,146,apartment,2,3,1,0,7,0
f26ad522,Algiers,5028367,8762117,91,140,villa,married,True,10402,Oran,6053358,114,villa,4,0,2,0,3,0
4e9ef7ed,Blida,6181558,8709741,89,122,duplex,divorced,False,12861,Bejaia,5275684,82,apartment,3,2,0,2,6,0
46d45355,Bejaia,5064699,7728027,71,112,villa,single,True,14196,Tizi Ouzou,6188137,121,duplex,6,0,1,0,4,0
d8fb7e4c,Algiers,5026021,8520131,73,113,villa,divorced,True,17033,Oran,7094368,93,villa,5,3,0,2,6,0
ab36bba7,Tizi Ouzou,7691776,9847482,80,121,duplex,single,False,10248,Blida,7592276,61,villa,3,1,1,2,9,0
15a5512b,Oran,6363157,7528949,99,146,apartment,married,False,15672,Oran,10034785,111,villa,6,3,2,0,7,0
2a63d005,Tizi Ouzou,7013433,8034424,87,110,apartment,single,False,17167,Blida,6459943,60,villa,6,2,0,2,6,0
6ec87afb,Algiers,5666455,8680116,84,107,villa,married,False,10399,Tizi Ouzou,7082251,147,duplex,5,0,0,2,4,0
0f48d7bf,Tizi Ouzou,5352117,7238176,87,124,duplex,married,False,16759,Oran,10467716,135,villa,3,3,1,0,8,0
dcc47063,Oran,6742759,8049877,84,138,duplex,married,True,12747,Oran,10790241,111,apartment,4,0,2,1,3,0
4974296c,Constantine,6063998,8901452,74,127,duplex,single,True,17217,Bejaia,4074453,138,duplex,2,1,0,2,7,0
4c2930e5,Tizi Ouzou,5928456,9344530,99,127,villa,single,True,14537,Oran,9763074,138,apartment,4,0,2,0,10,0
6bf2818b,Blida,5580468,7114900,78,135,duplex,divorced,False,13539,Bejaia,9747111,90,apartment,5,2,1,0,7,0
d8e56160,Bejaia,5178141,7608074,76,123,villa,divorced,True,14885,Bejaia,5569957,73,villa,5,1,1,2,4,0
17bd79da,Blida,5504559,9260270,81,135,duplex,married,False,19385,Algiers,4122619,87,apartment,4,1,1,1,4,0
51d28088,Algiers,5902330,8287140,73,130,villa,married,False,13495,Tizi Ouzou,4630794,70,villa,4,3,2,0,3,0
75f785e2,Blida,6435925,9655499,76,116,duplex,divorced,False,18671,Constantine,4525786,115,apartment,3,3,2,2,10,0
5a020745,Bejaia,7212139,8330319,85,118,apartment,married,True,16713,Bejaia,4452587,125,villa,2,2,2,2,4,0
e57c45ed,Bejaia,5380335,8222287,76,111,duplex,single,True,13578,Oran,8430050,128,apartment,4,1,2,1,7,0
0a35f7e7,Blida,6379431,8587392,91,128,apartment,divorced,True,14647,Blida,10377931,141,apartment,3,0,1,0,5,0
518fcef0,Oran,7950240,10781133,97,148,villa,married,False,14777,Algiers,4999735,80,apartment,2,1,2,1,10,0
91e4ca71,Bejaia,5370341,8645405,86,146,apartment,single,False,13273,Tizi Ouzou,5994025,67,villa,6,2,1,0,9,0
9a99efde,Oran,5911983,8699030,78,138,villa,single,False,12984,Tizi Ouzou,8138121,134,apartment,3,3,2,2,6,0
d175ea98,Blida,6059097,8501356,85,124,villa,divorced,True,18768,Algiers,4567549,104,villa,2,1,2,2,7,0
ec7c67c2,Algiers,6740322,10536775,80,139,apartment,divorced,False,10791,Blida,10487682,98,apartment,2,0,1,1,10,0
a603ccf6,Bejaia,5937314,7511893,83,108,apartment,married,True,11501,Bejaia,7577239,73,villa,4,2,0,1,6,0
4492d237,Oran,7023679,10706952,94,128,apartment,divorced,False,19846,Constantine,5994368,86,villa,2,3,1,0,8,0
6f7280ce,Oran,6950975,10001740,89,119,villa,divorced,False,17864,Constantine,10973364,107,duplex,2,2,2,2,9,0
0d612ea2,Algiers,6772249,8677610,89,141,duplex,married,False,18514,Bejaia,9480960,91,villa,3,3,1,1,9,0
e845c11f,Oran,5685377,8361762,72,123,apartment,divorced,True,17686,Constantine,9303446,117,duplex,5,2,2,1,4,0
99a47204,Algiers,5675334,6752429,90,129,apartment,single,True,15602,Bejaia,7545312,133,apartment,6,1,1,0,5,0
f4471a1f,Constantine,7876781,10895833,74,98,villa,single,True,17875,Oran,9976319,93,apartment,5,3,2,2,3,0
0ce71c8a,Bejaia,6832204,9733150,75,116,apartment,married,True,12635,Bejaia,9082048,80,villa,6,2,0,0,6,0
1fbd2dd0,Constantine,5616890,9127389,78,121,villa,single,False,16565,Constantine,6958162,98,apartment,3,3,0,1,5,0
a2d29596,Oran,6915358,9002344,73,100,apartment,divorced,True,17347,Algiers,9308588,103,apartment,5,3,1,1,5,0
05bc1ece,Algiers,6241040,9015201,88,133,villa,divorced,False,18748,Tizi Ouzou,4333714,72,villa,3,3,2,1,4,0
0a3be2b9,Blida,5964297,9592039,81,127,apartment,single,False,13003,Algiers,7984575,150,villa,4,2,2,0,7,0
9dde6dbd,Oran,6415080,8089511,89,149,villa,single,False,19123,Oran,4232315,124,villa,6,0,1,1,3,0
1cc5894c,Bejaia,7834101,11339008,99,128,villa,divorced,False,12071,Bejaia,4817915,117,duplex,3,3,2,0,8,0
b4c7ffd8,Algiers,6864203,9696022,98,129,apartment,divorced,True,11997,Algiers,5185753,138,duplex,4,2,2,0,5,0
