client_id,preferred_location,min_budget_DZD,max_budget_DZD,min_area,max_area,preferred_property_type,marital_status,has_kids,property_id,location,price_DZD,area,property_type,rooms,schools_nearby,hospitals_nearby,parks_nearby,public_transport_score,match
39,Batna,6617974,8623870,73,105,villa,married,True,10038,Batna,9343279,150,duplex,4,3,3,3,5,0
40,Batna,6224555,9334039,100,146,duplex,single,False,10039,Algiers,7852237,104,villa,4,2,3,3,3,0
41,Constantine,6503858,7524919,74,111,duplex,divorced,True,10040,Tizi Ouzou,6876762,112,apartment,4,1,3,2,10,0
42,Annaba,6186054,9391166,95,142,villa,married,False,10041,Oran,6164294,96,apartment,2,3,1,3,3,0
43,Blida,6592569,8767123,94,118,duplex,single,False,10042,Bejaia,9471052,109,duplex,5,0,1,0,3,0
44,Bejaia,8425492,10892711,83,113,villa,single,False,10043,Tizi Ouzou,9421600,89,apartment,2,1,3,0,10,0
45,Batna,8060446,9326105,81,112,villa,single,False,10044,Ouargla,8067803,140,duplex,5,1,0,2,8,0
46,Annaba,6378070,7875097,85,129,duplex,divorced,False,10045,Blida,7340447,143,apartment,2,3,2,2,8,0
47,Batna,6082053,7619822,96,151,duplex,single,True,10046,Oran,7985949,133,duplex,4,3,2,2,3,0
48,Setif,7570313,10547461,84,105,villa,married,True,10047,Batna,6433994,97,villa,5,0,3,1,4,0
49,Tizi Ouzou,8448497,10660067,96,132,villa,married,False,10048,Annaba,7059415,120,villa,2,3,2,1,10,0
50,Setif,6944001,8949137,89,109,apartment,married,False,10049,Batna,8313766,121,duplex,2,1,3,3,4,0
51,Batna,5827382,8061816,100,147,apartment,divorced,True,10050,Setif,7433550,118,duplex,3,0,3,2,4,0
52,Batna,5263286,8379513,96,120,villa,single,True,10051,Algiers,7621551,86,duplex,4,4,1,3,4,0
53,Annaba,7888826,11181819,77,137,villa,married,True,10052,Annaba,7159388,109,apartment,2,4,2,1,6,0
54,Oran,5726741,7727040,73,124,apartment,married,True,10053,Blida,9624083,99,villa,5,2,1,2,6,0
55,Annaba,7920065,11807159,93,126,apartment,single,True,10054,Oran,6312255,125,villa,4,4,3,2,6,0
56,Setif,8384703,10835068,74,115,villa,single,False,10055,Tizi Ouzou,8981705,84,duplex,2,5,0,0,10,0
57,Oran,6683770,9382081,76,136,villa,divorced,True,10056,Oran,8495997,140,villa,5,5,0,2,2,0
58,Annaba,5629242,7435334,97,148,villa,divorced,True,10057,Oran,9177040,103,duplex,2,0,3,0,1,0
59,Annaba,7290569,10974331,79,137,duplex,married,False,10058,Setif,6603193,108,apartment,5,1,3,2,9,0
60,Algiers,6432142,8567950,83,133,duplex,divorced,True,10059,Batna,9609940,137,apartment,3,4,2,0,1,0
61,Blida,8956293,12275263,71,99,apartment,single,True,10060,Batna,6976749,104,duplex,2,0,0,1,7,0
62,Constantine,7333226,10685031,84,133,apartment,divorced,False,10061,Ouargla,7796138,108,apartment,2,2,3,0,5,0
63,Blida,8052033,11327860,76,128,villa,single,False,10062,Annaba,9044735,116,villa,3,4,2,3,5,0
64,Algiers,7745938,11139262,71,101,apartment,married,True,10063,Blida,6807435,98,villa,4,1,1,3,9,0
65,Constantine,5742579,8206295,84,112,apartment,married,False,10064,Setif,9852707,121,apartment,3,3,2,0,7,0
66,Blida,7866326,9023127,86,108,duplex,divorced,False,10065,Bejaia,7105422,130,villa,3,0,1,1,8,0
67,Constantine,5463717,9069393,100,146,duplex,divorced,True,10066,Batna,7708068,130,apartment,3,3,0,3,10,0
68,Blida,6871683,9706696,91,111,duplex,single,False,10067,Oran,6056978,81,villa,3,0,2,3,2,0
69,Ouargla,7220175,10641868,92,117,apartment,divorced,True,10068,Oran,9260304,105,villa,3,0,3,2,9,0
70,Constantine,8593966,12299902,91,118,villa,married,False,10069,Batna,6343440,150,villa,2,3,0,2,4,0
71,Ouargla,6890578,8946072,94,126,villa,married,True,10070,Bejaia,8381665,81,duplex,4,0,2,1,1,0
72,Oran,8628517,12147711,72,101,apartment,single,False,10071,Batna,7693163,84,villa,2,2,3,0,2,0
73,Batna,6843778,9841187,96,137,villa,divorced,False,10072,Setif,9318902,114,apartment,4,2,0,1,6,0
74,Oran,6971242,10232781,78,129,duplex,married,True,10073,Batna,8753271,128,villa,2,3,0,0,1,0
75,Algiers,7750837,11361726,90,139,villa,single,True,10074,Bejaia,9409538,95,apartment,5,5,2,1,8,0
76,Constantine,7768415,11537759,88,134,duplex,married,False,10075,Bejaia,8661147,119,apartment,2,0,1,0,2,0
77,Bejaia,5843964,8003494,95,141,duplex,divorced,True,10076,Annaba,7725298,112,villa,2,2,3,2,10,0
78,Setif,8288898,9637710,76,106,villa,single,True,10077,Annaba,8785858,129,villa,5,1,2,0,10,0
79,Ouargla,7830499,10611981,98,128,apartment,divorced,True,10078,Ouargla,6847855,83,villa,4,1,0,0,3,0
80,Constantine,7871144,9008185,70,106,apartment,married,False,10079,Constantine,7706507,132,duplex,4,4,1,2,10,0
81,Bejaia,8638601,11093546,85,142,apartment,divorced,True,10080,Annaba,8427011,120,villa,5,2,2,2,4,0
82,Constantine,6016466,9495851,92,148,villa,single,True,10081,Constantine,9311930,119,apartment,4,4,1,1,1,0
83,Oran,6851985,8850648,73,117,apartment,divorced,False,10082,Ouargla,7692597,94,apartment,5,4,3,2,1,0
84,Algiers,6584880,7886875,82,118,villa,single,False,10083,Tizi Ouzou,9572335,147,villa,4,2,1,2,6,0
85,Constantine,8145477,9370750,85,111,duplex,single,False,10084,Bejaia,6583468,111,duplex,2,2,3,3,1,0
86,Algiers,5240861,8520345,95,133,apartment,single,False,10085,Algiers,7055896,121,duplex,2,0,1,1,4,0
87,Bejaia,5490944,8675907,79,114,apartment,married,True,10086,Blida,9571786,90,duplex,3,0,0,2,3,0
88,Setif,7213094,9230736,97,139,apartment,married,False,10087,Bejaia,6337778,86,villa,4,5,3,0,3,0
89,Batna,6833024,9535571,80,138,villa,married,True,10088,Batna,9143219,130,duplex,4,2,3,0,5,0
90,Algiers,5850782,7999981,83,122,duplex,married,False,10089,Oran,6339827,147,apartment,4,4,1,3,3,0
91,Algiers,8685437,11150674,98,137,duplex,divorced,False,10090,Constantine,9572409,137,apartment,3,0,0,1,5,0
92,Annaba,7693816,9581718,99,159,duplex,divorced,False,10091,Tizi Ouzou,9120497,106,duplex,3,5,3,1,1,0
93,Tizi Ouzou,5163949,8365490,74,112,apartment,married,True,10092,Setif,6799258,87,villa,2,1,1,1,8,0
94,Annaba,6895304,9451320,92,140,villa,divorced,True,10093,Blida,9581453,112,apartment,2,0,0,0,4,0
95,Ouargla,5184601,8482473,92,151,apartment,divorced,False,10094,Batna,7149520,139,apartment,2,5,1,0,9,0
96,Annaba,8328046,11867272,89,132,apartment,divorced,False,10095,Ouargla,8853703,130,duplex,2,3,3,3,8,0
97,Tizi Ouzou,6176319,9935807,71,98,apartment,single,False,10096,Batna,6067130,97,duplex,4,1,0,0,1,0
98,Batna,5559899,8900709,81,104,villa,single,False,10097,Ouargla,6980115,141,duplex,3,0,0,2,9,0
99,Blida,5172201,6390144,79,135,apartment,divorced,True,10098,Annaba,9692642,82,duplex,5,1,1,2,9,0
100,Setif,7299140,10480477,100,149,apartment,divorced,False,10099,Annaba,7354291,125,apartment,3,5,2,2,6,0
101,Oran,5132156,8375719,91,121,apartment,single,True,10100,Ouargla,8807747,139,villa,2,3,3,3,8,0
102,Constantine,7515352,11176915,83,123,apartment,divorced,False,10101,Oran,8745426,127,villa,4,3,3,2,8,0
103,Blida,6754339,10582768,84,130,duplex,divorced,True,10102,Constantine,9686469,99,villa,3,3,0,0,2,0
104,Annaba,5838180,7480586,79,115,villa,married,False,10103,Setif,7984230,93,villa,3,1,1,1,4,0
105,Setif,6143632,10080098,90,118,duplex,single,True,10104,Ouargla,8186381,132,villa,2,5,0,2,8,0
106,Bejaia,5497204,8834174,92,116,duplex,single,False,10105,Constantine,8173676,125,duplex,2,1,1,0,2,0
107,Ouargla,7565582,9572622,99,136,villa,married,True,10106,Batna,7559297,142,apartment,2,1,1,1,2,0
108,Bejaia,7811202,9064361,94,136,apartment,single,False,10107,Annaba,8667745,137,duplex,5,0,3,3,1,0
109,Ouargla,6222311,8791430,84,128,duplex,married,True,10108,Batna,9074714,109,apartment,2,3,2,2,6,0
110,Bejaia,7608823,9962199,82,125,apartment,married,True,10109,Ouargla,6898490,92,apartment,2,0,0,3,7,0
111,Constantine,6983838,9655808,73,121,apartment,single,False,10110,Algiers,6141796,119,apartment,2,5,2,0,8,0
112,Annaba,7547930,8798411,74,102,apartment,single,True,10111,Constantine,6191648,148,villa,5,0,3,2,9,0
113,Setif,6017102,8045837,86,118,duplex,single,True,10112,Constantine,6125487,98,apartment,4,5,1,0,8,0
114,Algiers,7821667,10278714,98,139,duplex,divorced,True,10113,Batna,7267050,90,apartment,5,1,2,3,1,0
115,Algiers,5297088,8657284,75,109,duplex,married,False,10114,Setif,8375440,138,apartment,2,5,2,3,6,0
116,Ouargla,8605015,11448526,86,138,duplex,divorced,True,10115,Blida,6351647,99,villa,4,0,1,3,1,0
117,Blida,7507668,9999701,96,144,duplex,single,True,10116,Constantine,7933413,98,duplex,2,5,1,3,2,0
118,Oran,5451409,7003148,84,123,apartment,single,True,10117,Blida,6831393,103,duplex,2,1,0,3,3,0
119,Ouargla,5183697,8487204,72,103,duplex,single,True,10118,Tizi Ouzou,9514507,103,villa,5,4,2,3,7,0
120,Tizi Ouzou,7686557,11120830,78,128,apartment,divorced,True,10119,Bejaia,7682395,135,villa,4,3,2,2,9,0
121,Setif,5441417,9111714,88,133,duplex,divorced,False,10120,Batna,8350617,141,apartment,5,3,2,2,4,0
122,Algiers,5066429,9051520,89,111,villa,married,False,10121,Bejaia,6344653,80,villa,3,5,3,1,1,0
123,Constantine,5207608,6758948,90,123,duplex,single,False,10122,Annaba,9087944,143,duplex,2,3,1,0,10,0
124,Blida,5997391,8119891,79,99,villa,single,False,10123,Setif,7847794,140,villa,4,4,2,3,10,0
125,Ouargla,7276672,9106298,86,137,apartment,divorced,True,10124,Batna,6199191,110,duplex,2,2,0,1,10,0
126,Algiers,7291388,9938696,86,126,villa,single,True,10125,Blida,8098027,101,apartment,2,2,0,2,10,0
127,Blida,7636294,11264743,93,117,duplex,divorced,True,10126,Annaba,7585708,122,duplex,3,2,3,2,2,0
128,Constantine,6741709,10595762,77,128,apartment,single,True,10127,Blida,9332747,106,duplex,3,2,0,2,3,0
129,Tizi Ouzou,5870813,7794126,76,98,duplex,single,True,10128,Setif,9224683,116,duplex,4,0,1,2,7,0
130,Constantine,8786288,10640460,84,110,villa,single,False,10129,Tizi Ouzou,8689736,95,apartment,5,3,3,0,8,0
131,Tizi Ouzou,6821258,8837539,79,129,apartment,divorced,False,10130,Algiers,9153801,111,duplex,3,1,2,1,1,0
132,Bejaia,7368519,9678894,100,126,apartment,divorced,False,10131,Algiers,8815296,128,villa,3,4,2,2,10,0
133,Tizi Ouzou,8632385,12270524,76,98,villa,divorced,False,10132,Bejaia,6470663,85,villa,4,3,3,3,4,0
134,Bejaia,8825311,10417664,97,121,apartment,divorced,False,10133,Setif,9942531,85,villa,3,3,3,1,8,0
135,Blida,8059305,10462592,87,130,duplex,single,True,10134,Tizi Ouzou,9805294,98,apartment,3,2,2,1,6,0
136,Oran,5988903,8018307,89,131,duplex,divorced,False,10135,Batna,6951535,94,villa,3,2,0,0,5,0
137,Constantine,8549690,11161108,73,128,apartment,single,False,10136,Bejaia,9138233,118,apartment,2,5,0,1,4,0
138,Batna,8278011,9713163,89,144,apartment,single,True,10137,Algiers,6274755,99,villa,3,5,2,2,2,0
139,Oran,6703155,9619714,89,146,duplex,married,False,10138,Tizi Ouzou,6805162,146,duplex,4,2,2,3,4,0
140,Setif,6196872,9216143,87,133,duplex,married,True,10139,Bejaia,7934279,86,duplex,4,0,1,0,4,0
141,Ouargla,5227782,7069670,94,135,duplex,divorced,True,10140,Annaba,9088490,130,villa,5,1,1,2,7,0
142,Tizi Ouzou,5209191,8112301,93,117,duplex,single,True,10141,Bejaia,9079383,119,villa,3,4,1,0,7,0
143,Setif,5587646,8508654,80,100,apartment,single,True,10142,Annaba,9094535,140,villa,4,4,0,1,10,0
144,Constantine,8651264,9894946,88,114,villa,divorced,False,10143,Batna,6403854,115,apartment,3,0,1,0,8,0
145,Bejaia,7945319,10624325,93,132,villa,single,True,10144,Constantine,6426494,103,apartment,3,4,3,2,5,0
146,Blida,6322409,8161778,100,142,villa,single,True,10145,Bejaia,7778451,145,villa,5,2,3,2,4,0
147,Ouargla,6853654,10396193,73,97,duplex,single,False,10146,Bejaia,7660219,113,duplex,5,5,1,0,2,0
148,Setif,8796326,11582942,72,109,villa,married,True,10147,Annaba,7607411,120,duplex,3,3,1,3,10,0
149,Annaba,5289109,8441284,79,137,duplex,married,False,10148,Constantine,8700006,133,apartment,4,1,0,1,5,0
150,Annaba,7605670,9936071,97,142,villa,married,True,10149,Algiers,8381603,122,duplex,3,4,1,3,3,0
151,Oran,7016645,9329750,95,128,duplex,divorced,True,10150,Ouargla,6363716,82,duplex,5,1,2,3,7,0
152,Setif,6375159,7473679,98,132,apartment,divorced,True,10151,Constantine,9198204,88,villa,5,5,2,0,5,0
153,Batna,8838040,12458684,78,115,duplex,married,True,10152,Algiers,9039266,114,duplex,2,4,0,0,9,0
154,Algiers,8451259,10132987,85,138,villa,divorced,True,10153,Constantine,7531917,100,villa,3,3,0,2,10,0
155,Batna,7620596,11035222,82,124,apartment,divorced,False,10154,Algiers,9838358,150,villa,2,2,2,1,7,0
156,Batna,6042256,9837116,89,123,apartment,divorced,False,10155,Batna,8295141,98,apartment,4,0,0,1,8,1
157,Bejaia,5667181,8209634,96,133,villa,single,True,10156,Constantine,6392179,106,villa,5,5,3,2,1,0
158,Ouargla,7745554,11374342,76,108,villa,married,False,10157,Annaba,6944733,150,apartment,4,2,0,1,7,0
159,Bejaia,6174982,9294288,100,146,villa,married,True,10158,Constantine,6739898,143,villa,5,2,0,3,3,0
160,Batna,6698418,10280076,95,140,apartment,single,False,10159,Constantine,6396852,134,villa,4,5,2,0,2,0
161,Annaba,8093025,11516659,78,122,duplex,single,True,10160,Annaba,7143481,108,duplex,2,2,0,3,1,0
162,Batna,7029536,10073410,86,115,villa,divorced,True,10161,Setif,8246532,96,apartment,4,0,2,3,6,0
163,Batna,8382421,12255203,79,107,duplex,married,False,10162,Annaba,9158166,124,villa,5,5,1,1,7,0
164,Bejaia,5052592,7921087,74,131,villa,married,True,10163,Setif,7159368,121,duplex,5,0,2,2,1,0
165,Setif,6624317,8034263,88,147,apartment,single,True,10164,Blida,9971452,87,duplex,5,2,1,1,8,0
166,Oran,6651516,9493110,90,147,duplex,married,False,10165,Annaba,7875964,120,apartment,5,0,0,2,5,0
167,Blida,7553102,9266200,98,128,apartment,divorced,True,10166,Tizi Ouzou,7595959,94,duplex,4,2,1,0,9,0
168,Setif,8524268,12431328,89,149,villa,married,True,10167,Oran,7613229,141,apartment,4,3,1,2,10,0
169,Setif,7494789,11436282,99,130,apartment,divorced,False,10168,Blida,9707079,127,villa,4,5,3,1,2,0
170,Ouargla,6784035,9272236,75,129,apartment,married,False,10169,Batna,9143067,123,villa,2,3,0,0,3,0
171,Bejaia,6714186,10256662,91,122,duplex,single,False,10170,Annaba,7690360,81,apartment,5,2,1,1,7,0
172,Batna,6435288,9468914,89,146,duplex,divorced,False,10171,Bejaia,8800501,105,villa,3,1,1,3,7,0
173,Constantine,5697821,7956154,74,129,apartment,married,True,10172,Blida,6012685,149,apartment,5,1,3,1,7,0
174,Tizi Ouzou,7204690,10720745,73,126,apartment,single,False,10173,Algiers,6767298,96,villa,2,1,1,0,9,0
175,Annaba,6090188,9005963,99,155,apartment,single,True,10174,Setif,7217570,119,apartment,3,0,1,3,4,0
176,Blida,5714402,7179014,92,112,apartment,single,False,10175,Tizi Ouzou,7808519,121,duplex,5,4,0,0,6,0
177,Batna,6030529,9838566,94,115,villa,divorced,False,10176,Setif,7197097,126,duplex,5,1,2,0,8,0
178,Constantine,7657932,10487144,80,139,apartment,married,True,10177,Algiers,8642457,117,apartment,5,5,0,3,8,0
179,Oran,5219996,9107411,95,136,duplex,divorced,True,10178,Ouargla,8672131,83,duplex,3,2,2,1,10,0
180,Batna,8375394,10237709,82,137,duplex,divorced,True,10179,Algiers,9959430,92,duplex,4,0,0,2,2,0
181,Batna,7639432,10586259,72,115,apartment,married,True,10180,Ouargla,6209205,127,apartment,2,2,3,0,3,0
182,Blida,7228765,9611858,92,120,apartment,single,True,10181,Constantine,6788274,116,duplex,3,5,3,1,5,0
183,Ouargla,8913519,10564849,89,120,apartment,married,True,10182,Oran,8627484,134,villa,2,5,0,1,7,0
184,Algiers,8534526,10454043,97,117,apartment,divorced,True,10183,Algiers,6748728,128,villa,5,5,3,0,3,0
185,Oran,8813984,11076141,78,126,villa,single,True,10184,Ouargla,7274861,132,villa,2,4,0,1,5,0
186,Batna,8034891,10327878,94,129,duplex,single,True,10185,Setif,8732178,121,duplex,5,2,1,2,2,0
187,Tizi Ouzou,8510714,10258077,87,121,duplex,single,True,10186,Tizi Ouzou,6565979,130,apartment,5,3,0,3,8,0
188,Oran,5277842,7404464,74,111,villa,divorced,False,10187,Bejaia,8676595,146,duplex,5,4,3,1,2,0
189,Algiers,6664143,7815619,88,139,apartment,single,True,10188,Ouargla,8151215,128,duplex,5,1,2,0,4,0
190,Batna,6276095,9876419,92,134,villa,divorced,True,10189,Annaba,9614984,111,duplex,2,1,2,1,8,0
191,Tizi Ouzou,7612063,9574340,97,153,duplex,married,False,10190,Batna,7993784,143,apartment,2,0,3,1,7,0
192,Batna,6650079,8878462,84,109,villa,single,False,10191,Annaba,7184761,113,apartment,2,2,0,3,10,0
193,Bejaia,8405096,9869843,85,133,duplex,married,True,10192,Ouargla,6202326,146,villa,2,0,1,0,5,0
194,Tizi Ouzou,5758108,8160405,85,120,apartment,married,True,10193,Tizi Ouzou,8805432,125,duplex,3,3,2,2,10,0
195,Oran,6722755,7894298,86,108,duplex,divorced,True,10194,Algiers,9988105,110,villa,2,5,2,1,4,0
196,Bejaia,8573387,10066458,77,108,duplex,married,True,10195,Bejaia,7917281,94,duplex,5,2,2,3,8,0
197,Tizi Ouzou,5414027,6429069,73,109,villa,married,False,10196,Setif,6904279,83,villa,3,1,3,2,10,0
198,Ouargla,8661818,10931416,89,110,apartment,married,True,10197,Algiers,6649424,128,apartment,5,1,3,3,7,0
199,Ouargla,7325807,9242397,98,145,villa,single,False,10198,Setif,6789023,107,apartment,5,5,3,0,2,0
200,Annaba,7613410,10588452,73,114,villa,married,True,10199,Ouargla,8770425,145,apartment,5,0,3,0,1,0
201,Setif,8765024,12008973,72,101,villa,divorced,True,10200,Setif,7372644,150,duplex,5,4,2,0,5,0
202,Blida,6344064,9621236,84,141,apartment,single,False,10201,Blida,8864271,115,duplex,4,2,1,3,10,0
203,Setif,5062714,7211276,97,142,duplex,divorced,True,10202,Annaba,6056358,88,apartment,2,0,2,0,8,0
204,Algiers,5734795,8467347,96,130,villa,divorced,False,10203,Algiers,6761636,130,apartment,4,1,0,2,10,0
205,Annaba,8274024,11389592,97,117,villa,single,True,10204,Setif,9872364,128,apartment,4,5,0,2,3,0
206,Constantine,6995104,10763188,77,132,apartment,single,True,10205,Ouargla,7023717,139,apartment,5,0,3,1,1,0
207,Constantine,6029529,8361082,95,118,duplex,married,True,10206,Setif,7235373,130,apartment,3,3,0,3,1,0
208,Algiers,6610843,10388593,80,105,apartment,single,False,10207,Bejaia,8833691,108,apartment,5,0,1,0,4,0
209,Annaba,8809713,11756045,83,134,villa,married,False,10208,Constantine,6077309,124,duplex,2,1,0,0,6,0
210,Tizi Ouzou,5900643,7622248,89,145,apartment,single,True,10209,Setif,8884620,81,apartment,4,4,0,0,3,0
211,Batna,7376372,10628077,98,142,apartment,single,False,10210,Batna,7814419,112,villa,5,0,3,1,5,0
212,Bejaia,6972885,9841682,94,130,duplex,divorced,True,10211,Constantine,8356720,103,villa,3,2,2,2,3,0
213,Batna,6806512,8423285,96,138,villa,divorced,False,10212,Setif,8288035,133,villa,2,0,3,0,3,0
214,Blida,6238660,7450747,81,108,villa,single,False,10213,Oran,6992439,135,apartment,4,1,3,0,6,0
215,Oran,5941424,8554666,88,118,villa,married,True,10214,Setif,7501934,107,duplex,3,0,0,2,10,0
216,Constantine,5810783,8362487,90,143,apartment,single,False,10215,Bejaia,6078361,135,apartment,2,1,0,3,9,0
217,Batna,6690307,9303212,85,141,duplex,divorced,False,10216,Batna,7014114,119,duplex,3,4,1,3,9,1
218,Tizi Ouzou,5443172,8148392,83,123,apartment,divorced,False,10217,Batna,6865744,141,villa,3,0,2,1,1,0
219,Blida,7622272,10287604,98,156,apartment,married,True,10218,Ouargla,8454134,111,villa,3,3,3,3,10,0
220,Ouargla,5465368,8600146,84,144,villa,divorced,False,10219,Algiers,8158483,97,duplex,4,3,0,3,1,0
221,Annaba,8237562,11897447,74,117,apartment,married,False,10220,Setif,8490690,111,apartment,5,2,1,2,1,0
222,Tizi Ouzou,5092450,6549959,88,131,apartment,single,True,10221,Setif,6562658,87,duplex,5,0,2,0,7,0
223,Ouargla,5517000,6965951,74,98,duplex,single,True,10222,Annaba,6098580,121,apartment,5,0,0,3,5,0
224,Blida,7685847,10393953,94,139,villa,single,True,10223,Oran,7190478,113,villa,2,4,2,1,1,0
225,Algiers,6793281,9519936,86,122,villa,divorced,False,10224,Ouargla,6791149,108,villa,4,3,1,0,3,0
226,Algiers,8344894,10148185,81,106,villa,single,True,10225,Setif,6047279,84,villa,2,3,0,3,3,0
227,Annaba,7219285,9365343,71,115,apartment,single,True,10226,Bejaia,6583453,99,duplex,2,0,2,3,5,0
228,Annaba,5830647,9591082,91,115,apartment,married,True,10227,Algiers,8632470,137,duplex,2,1,3,1,7,0
229,Oran,8717586,10508574,82,131,villa,single,True,10228,Ouargla,8533983,86,duplex,2,3,3,0,7,0
230,Tizi Ouzou,7299359,11201034,79,102,duplex,single,True,10229,Oran,8754415,115,villa,3,0,1,0,10,0
231,Annaba,5366966,8830793,91,136,apartment,divorced,False,10230,Tizi Ouzou,7659473,132,apartment,4,3,1,2,7,0
232,Algiers,8224486,11509368,88,110,duplex,single,True,10231,Annaba,7870906,93,duplex,5,5,2,3,5,0
233,Blida,5368778,6863542,82,110,apartment,single,False,10232,Tizi Ouzou,8354146,107,villa,3,5,2,0,9,0
234,Setif,5445483,8990019,79,126,duplex,married,True,10233,Bejaia,9353926,85,duplex,5,0,1,1,7,0
235,Constantine,7822745,9462616,94,140,duplex,single,True,10234,Constantine,9530956,126,duplex,3,0,1,1,1,0
236,Bejaia,5121563,7209369,82,141,villa,single,True,10235,Oran,7367524,85,duplex,4,4,1,0,8,0
237,Setif,5911715,9183912,79,136,villa,divorced,False,10236,Ouargla,7920978,87,duplex,4,4,0,0,7,0
238,Batna,6788226,9562444,95,121,villa,married,True,10237,Bejaia,7132367,98,duplex,3,4,2,1,4,0
239,Oran,5020551,7308269,89,148,villa,divorced,False,10238,Batna,6254715,108,apartment,3,3,3,2,9,0
